danceability,energy,valence,tempo,loudness,acousticness,speechiness,instrumentalness,mood
0.669,0.583,0.271,115.221,-8.949,0.603,0.269,2.54e-06,Calm
0.696,0.496,0.476,100.025,-7.532,0.273,0.0365,0.000397,Calm
0.858,0.665,0.659,100.09,-4.772,0.126,0.152,0.0,Calm
0.774,0.86,0.446,100.019,-2.888,0.131,0.13,0.0,Energetic
0.755,0.507,0.606,99.994,-6.76,0.293,0.0684,1.82e-05,Calm
0.828,0.599,0.478,86.533,-1.624,0.381,0.149,0.0,Calm
0.956,0.827,0.614,129.949,1.295,0.136,0.222,0.000259,Energetic
0.748,0.99,0.386,126.015,-2.39,0.303,0.151,0.132,Energetic
0.877,0.803,0.795,130.028,-3.195,0.734,0.0507,0.056,Happy
0.92,0.413,0.679,130.078,-7.901,0.504,0.0752,0.0514,Calm
0.89,0.789,0.758,130.053,-1.826,0.147,0.428,0.0,Happy
0.492,0.427,0.443,80.492,-6.37,0.364,0.372,0.00482,Calm
0.949,0.669,0.843,130.05,-3.922,0.36,0.222,0.000592,Happy
0.778,0.687,0.839,117.008,-8.568,0.578,0.105,0.0105,Happy
0.679,0.955,0.713,130.068,-3.715,0.000737,0.0437,0.235,Happy
0.615,0.582,0.892,84.917,-0.93,0.269,0.364,6.55e-05,Calm
0.863,0.96,0.586,130.118,-1.458,0.497,0.0492,0.00526,Energetic
0.863,0.907,0.304,117.054,-5.077,0.0683,0.295,0.000813,Energetic
0.711,0.59,0.702,86.429,-5.967,0.26,0.271,1.83e-06,Calm
0.707,0.327,0.181,90.025,-17.176,0.185,0.0687,0.0148,Sad
0.629,0.729,0.427,98.022,-5.235,0.431,0.0379,7.75e-05,Calm
0.685,0.656,0.556,120.001,-8.028,0.702,0.0411,0.0,Calm
0.831,0.606,0.883,95.056,-4.84,0.684,0.0626,1.04e-06,Happy
0.726,0.914,0.839,108.02,-4.226,0.0758,0.0802,0.0,Happy
0.536,0.724,0.587,78.753,-6.84,0.748,0.152,0.0,Calm
0.406,0.622,0.567,204.028,-7.647,0.497,0.0648,1.35e-05,Calm
0.52,0.538,0.177,141.894,-8.109,0.367,0.206,0.00187,Calm
0.891,0.586,0.954,130.012,-4.665,0.0833,0.121,0.0,Calm
0.769,0.722,0.57,119.973,-5.485,0.0584,0.0507,2.56e-06,Calm
0.856,0.84,0.792,95.416,-7.736,0.0973,0.334,0.0,Happy
0.373,0.818,0.361,97.571,-3.19,0.36,0.102,0.0,Energetic
0.284,0.803,0.553,67.536,-5.293,0.302,0.173,0.0,Energetic
0.575,0.86,0.834,76.54,-3.165,0.298,0.23,0.0,Happy
0.562,0.579,0.577,84.143,-6.788,0.274,0.484,0.0,Calm
0.455,0.621,0.28,119.043,-7.694,0.651,0.0517,2.59e-06,Calm
0.435,0.76,0.206,80.082,-4.935,0.0175,0.0721,0.0,Energetic
0.677,0.638,0.435,82.81,-8.631,0.589,0.333,0.0,Calm
0.665,0.498,0.127,81.958,-8.185,0.23,0.083,0.0,Sad
0.942,0.441,0.925,135.028,-11.448,0.493,0.469,0.0,Calm
0.852,0.421,0.457,95.977,-9.153,0.428,0.208,2.28e-06,Calm
0.47,0.652,0.104,141.981,-9.629,0.0831,0.0561,4.08e-05,Calm
0.669,0.574,0.273,120.013,-6.442,0.0175,0.0286,0.00294,Calm
0.809,0.638,0.608,94.893,-5.646,0.262,0.28,0.0,Calm
0.734,0.57,0.689,129.953,-7.066,0.847,0.133,2.14e-05,Calm
0.798,0.744,0.794,82.356,-5.328,0.33,0.136,0.000106,Happy
0.493,0.653,0.852,142.347,-5.666,0.269,0.0466,0.0,Happy
0.843,0.435,0.19,120.058,-8.442,0.47,0.178,0.0,Sad
0.837,0.636,0.274,145.972,-7.643,0.0395,0.086,0.00125,Calm
0.639,0.628,0.43,90.482,-7.578,0.0381,0.0398,0.0,Calm
0.741,0.354,0.583,160.037,-10.603,0.181,0.0837,0.00577,Calm
0.809,0.463,0.364,111.98,-11.377,0.256,0.0396,0.085,Sad
0.583,0.604,0.691,49.305,-8.437,0.735,0.456,0.0,Calm
0.599,0.646,0.638,176.153,-6.326,0.222,0.337,4.36e-06,Calm
0.746,0.251,0.18,139.999,-16.169,0.782,0.259,0.00203,Sad
0.918,0.734,0.608,97.044,-2.832,0.0296,0.269,8.01e-06,Calm
0.874,0.63,0.717,95.0,-3.585,0.0578,0.298,0.00479,Happy
0.848,0.506,0.593,115.994,-5.105,0.376,0.0336,0.0,Calm
0.67,0.747,0.918,86.918,-7.059,0.337,0.189,0.0,Happy
0.595,0.678,0.259,117.067,-5.18,0.0199,0.0335,0.00389,Calm
0.747,0.52,0.601,92.869,-10.523,0.0977,0.0357,0.0537,Calm
0.797,0.533,0.329,131.036,-9.74,0.0172,0.0412,0.000152,Calm
0.552,0.731,0.632,174.516,-6.873,0.0536,0.615,0.0,Calm
0.558,0.559,0.62,78.558,-9.222,0.371,0.0959,7.49e-06,Calm
0.48,0.631,0.515,84.166,-5.488,0.0791,0.116,0.000105,Calm
0.898,0.283,0.469,138.97,-12.335,0.319,0.356,0.000383,Calm
0.766,0.283,0.144,97.04,-10.33,0.111,0.0846,0.0172,Sad
0.737,0.648,0.746,93.2,-5.493,0.252,0.138,6.92e-06,Happy
0.502,0.634,0.645,101.837,-3.367,0.677,0.144,0.0341,Calm
0.619,0.385,0.294,106.312,-11.272,0.129,0.118,0.00369,Sad
0.49,0.651,0.567,67.813,-6.259,0.714,0.138,7.59e-06,Calm
0.823,0.415,0.488,113.976,-10.845,0.471,0.0637,0.0316,Calm
0.778,0.801,0.914,104.986,-7.326,0.692,0.106,0.000155,Happy
0.918,0.681,0.706,139.057,-4.705,0.263,0.201,0.0,Happy
0.719,0.756,0.647,105.024,-5.392,0.0541,0.0761,0.0,Energetic
0.792,0.503,0.381,99.97,-8.044,0.0369,0.0626,0.00057,Calm
0.562,0.463,0.416,125.15,-7.478,0.442,0.0787,0.000145,Calm
0.849,0.707,0.602,104.027,-6.002,0.0266,0.113,8.58e-06,Calm
0.637,0.501,0.431,103.993,-6.148,0.229,0.187,5.91e-05,Calm
0.812,0.496,0.55,109.979,-5.969,0.271,0.297,0.0,Calm
0.609,0.581,0.528,102.964,-10.854,0.509,0.277,0.0,Calm
0.463,0.642,0.339,83.389,-4.474,0.314,0.34,0.0,Calm
0.649,0.655,0.793,92.9,-5.534,0.307,0.0652,0.0,Happy
0.613,0.549,0.78,123.879,-8.187,0.097,0.231,0.0,Calm
0.782,0.529,0.44,112.014,-8.626,0.509,0.0592,1.42e-06,Calm
0.138,0.00161,0.155,140.997,-43.643,0.977,0.0532,0.971,Sad
0.329,0.277,0.121,159.719,-13.111,0.971,0.0302,0.024,Sad
0.44,0.04,0.249,135.965,-16.887,0.981,0.0322,0.465,Sad
0.575,0.664,0.437,129.071,-5.303,0.637,0.0481,0.0,Calm
0.613,0.581,0.551,130.033,-8.588,0.537,0.0424,0.000345,Calm
0.324,0.416,0.151,113.986,-8.92,0.262,0.0368,3.69e-05,Sad
0.531,0.363,0.259,121.412,-7.672,0.749,0.0608,0.0,Sad
0.421,0.394,0.399,96.192,-8.312,0.863,0.0277,4.74e-06,Sad
0.504,0.308,0.121,113.95,-14.958,0.868,0.0321,0.135,Sad
0.718,0.422,0.455,144.678,-9.115,0.0764,0.0621,0.0,Calm
0.327,0.449,0.179,123.969,-5.362,0.369,0.034,0.00444,Sad
0.387,0.135,0.21,82.987,-14.398,0.929,0.051,0.0,Sad
0.539,0.179,0.145,140.01,-14.33,0.921,0.0309,0.393,Sad
0.467,0.119,0.156,70.499,-10.99,0.969,0.0401,1.4e-06,Sad
0.319,0.0561,0.082,79.764,-23.023,0.935,0.045,0.00384,Sad
0.474,0.343,0.152,145.115,-8.571,0.578,0.027,2.65e-05,Sad
0.671,0.156,0.201,94.08,-16.288,0.804,0.0371,0.0518,Sad
0.599,0.128,0.367,159.679,-17.261,0.974,0.109,0.121,Sad
0.483,0.129,0.203,137.35,-20.149,0.947,0.0349,0.145,Sad
0.516,0.322,0.261,148.005,-11.762,0.473,0.0292,0.00194,Sad
0.371,0.268,0.165,102.617,-10.506,0.748,0.0281,0.0517,Sad
0.408,0.338,0.1,133.943,-13.626,0.521,0.0431,0.000639,Sad
0.531,0.289,0.12,129.753,-10.065,0.339,0.0286,0.000358,Sad
0.334,0.276,0.429,201.025,-13.125,0.877,0.0643,0.000249,Calm
0.538,0.304,0.065,78.997,-11.79,0.613,0.0352,0.000631,Sad
0.606,0.377,0.446,101.96,-9.455,0.817,0.0275,0.0,Calm
0.509,0.31,0.151,137.474,-10.623,0.959,0.0313,0.229,Sad
0.554,0.225,0.221,104.007,-11.324,0.892,0.0281,0.0321,Sad
0.357,0.425,0.27,102.078,-7.301,0.584,0.0333,0.0,Sad
0.369,0.468,0.18,94.434,-9.013,0.0205,0.0273,0.566,Sad
0.457,0.407,0.126,117.053,-11.475,0.805,0.0308,0.884,Sad
0.404,0.664,0.0949,107.747,-6.698,0.542,0.0407,0.00402,Calm
0.521,0.526,0.502,130.694,-6.032,0.243,0.0281,0.00537,Calm
0.395,0.367,0.426,77.968,-7.653,0.815,0.0324,0.0,Calm
0.409,0.347,0.199,141.332,-8.159,0.834,0.0359,4.55e-06,Sad
0.617,0.483,0.176,144.99,-7.359,0.702,0.0458,0.000216,Sad
0.48,0.199,0.201,165.476,-12.398,0.931,0.0329,0.0563,Sad
0.687,0.288,0.308,110.927,-10.415,0.863,0.045,0.0,Sad
0.415,0.11,0.234,81.876,-14.901,0.951,0.0388,0.00236,Sad
0.443,0.0972,0.289,86.686,-16.496,0.952,0.0793,0.0102,Sad
0.34,0.245,0.192,103.777,-13.352,0.969,0.0319,0.0992,Sad
0.631,0.348,0.32,110.019,-10.285,0.926,0.0343,8.87e-05,Sad
0.403,0.159,0.0381,72.38,-16.728,0.961,0.104,0.0121,Sad
0.671,0.529,0.203,161.989,-7.226,0.0769,0.307,0.000335,Calm
0.672,0.663,0.381,184.057,-5.984,0.112,0.243,0.0,Calm
0.686,0.561,0.186,148.775,-9.929,0.185,0.191,0.0,Calm
0.565,0.819,0.682,94.011,-7.899,0.232,0.0668,0.0,Energetic
0.718,0.767,0.519,160.084,-5.641,0.138,0.166,0.0,Energetic
0.547,0.653,0.163,150.097,-3.875,0.456,0.081,0.0,Calm
0.832,0.534,0.116,93.924,-7.813,0.345,0.253,0.0,Calm
0.897,0.662,0.39,112.509,-6.903,0.0852,0.292,0.0,Calm
0.567,0.515,0.321,120.1,-10.265,0.354,0.247,0.0,Calm
0.665,0.651,0.237,163.935,-5.515,0.0414,0.156,0.0,Calm
0.629,0.55,0.154,124.13,-6.772,0.152,0.0543,0.0,Calm
0.684,0.671,0.45,179.987,-6.424,0.0119,0.289,0.0,Calm
0.498,0.8,0.272,139.918,-2.665,0.0903,0.0503,0.0,Energetic
0.634,0.54,0.543,143.968,-7.002,0.0223,0.0777,0.0,Calm
0.809,0.545,0.244,97.008,-6.678,0.392,0.0734,0.0,Calm
0.735,0.369,0.235,140.004,-9.682,0.334,0.0688,0.0,Sad
0.709,0.662,0.439,150.047,-4.55,0.00966,0.0767,0.0,Calm
0.732,0.75,0.401,155.096,-6.366,0.00264,0.231,0.0,Energetic
0.712,0.588,0.471,114.929,-5.332,0.112,0.0543,0.0,Calm
0.829,0.538,0.389,99.952,-7.359,0.137,0.212,1.88e-06,Calm
0.872,0.507,0.506,130.007,-6.323,0.195,0.072,0.0,Calm
0.648,0.631,0.142,105.989,-5.662,0.38,0.104,0.0,Calm
0.946,0.646,0.961,127.978,-6.604,0.219,0.21,0.0,Happy
0.625,0.814,0.535,144.991,-5.181,0.0172,0.0657,0.0,Energetic
0.724,0.779,0.53,123.013,-5.412,0.098,0.0807,0.0,Energetic
0.695,0.763,0.551,120.042,-3.497,0.189,0.0396,0.00242,Energetic
0.701,0.782,0.57,94.03,-4.987,0.0918,0.138,2.31e-06,Energetic
0.49,0.88,0.392,169.949,-4.856,0.00154,0.0435,0.0,Energetic
0.748,0.551,0.65,113.535,-9.054,0.243,0.0239,1.57e-06,Calm
0.558,0.526,0.202,124.709,-4.686,0.431,0.033,0.0,Calm
0.553,0.614,0.345,136.628,-5.098,0.764,0.0306,0.0,Calm
0.469,0.506,0.217,133.403,-6.283,0.587,0.0291,0.0,Calm
0.437,0.384,0.181,139.009,-8.384,0.699,0.042,2.33e-05,Sad
0.815,0.557,0.482,114.019,-7.166,0.109,0.0318,0.0,Calm
0.46,0.326,0.214,134.049,-8.226,0.763,0.0304,0.0,Sad
0.512,0.76,0.495,130.096,-5.889,0.299,0.0682,0.0,Energetic
0.714,0.645,0.434,85.046,-5.493,0.229,0.0514,0.00083,Calm
0.68,0.321,0.416,110.827,-10.944,0.791,0.0376,4.67e-06,Calm
0.796,0.499,0.798,93.99,-6.166,0.392,0.0404,0.0,Calm
0.675,0.588,0.879,79.989,-7.168,0.789,0.177,0.0,Calm
0.645,0.533,0.349,130.02,-11.65,0.644,0.0351,7.08e-06,Calm
0.775,0.615,0.918,84.07,-5.682,0.304,0.368,0.0,Happy
0.509,0.798,0.48,86.638,-4.472,0.00625,0.235,0.0,Energetic
0.656,0.606,0.38,175.917,-5.948,0.335,0.363,0.0,Calm
0.711,0.702,0.674,180.219,-10.048,0.00487,0.233,0.0163,Calm
0.461,0.78,0.448,171.285,-5.004,0.128,0.363,0.0,Energetic
0.881,0.431,0.246,94.0,-11.093,0.182,0.0914,0.0018,Sad
0.796,0.455,0.352,99.958,-7.763,0.637,0.0997,3.59e-06,Sad
0.967,0.362,0.633,115.974,-11.374,0.514,0.159,0.00637,Calm
0.742,0.627,0.356,89.998,-8.939,0.262,0.0533,1.23e-05,Calm
0.742,0.572,0.644,88.041,-8.163,0.391,0.0743,0.00428,Calm
0.769,0.684,0.483,100.042,-6.113,0.0977,0.148,0.0,Calm
0.794,0.566,0.68,85.953,-8.35,0.301,0.0602,0.000168,Calm
0.848,0.512,0.881,144.926,-7.757,0.284,0.118,0.00645,Calm
0.831,0.75,0.662,139.979,-5.42,0.0188,0.153,0.0,Energetic
0.864,0.733,0.183,92.969,-3.292,0.144,0.0713,0.000175,Calm
0.708,0.356,0.569,83.679,-9.738,0.437,0.075,6.54e-05,Calm
0.716,0.718,0.91,89.906,-5.348,0.0452,0.148,0.0,Happy
0.464,0.745,0.262,180.098,-3.202,0.0235,0.161,0.0,Calm
0.836,0.661,0.753,76.71,-6.502,0.0208,0.338,0.0,Happy
0.727,0.782,0.655,119.992,-8.529,0.0563,0.042,0.336,Energetic
0.704,0.787,0.31,119.996,-6.751,0.00926,0.0462,0.00538,Energetic
0.795,0.577,0.206,119.986,-9.638,0.00263,0.0648,0.147,Calm
0.43,0.872,0.136,122.028,-7.821,0.118,0.0522,0.879,Energetic
0.542,0.946,0.229,120.036,-6.048,0.0312,0.0425,0.632,Energetic
0.702,0.797,0.0356,122.011,-6.635,0.583,0.0557,0.495,Energetic
0.787,0.723,0.579,123.993,-6.995,0.0509,0.152,0.00447,Calm
0.741,0.879,0.362,123.004,-6.132,0.0841,0.0425,0.0433,Energetic
0.655,0.57,0.487,121.843,-11.475,0.527,0.0487,0.43,Calm
0.847,0.637,0.0509,120.033,-8.751,0.201,0.0587,0.201,Calm
0.808,0.83,0.465,120.97,-8.238,0.00575,0.0356,0.809,Energetic
0.27,0.0516,0.199,87.587,-33.766,0.986,0.0442,0.953,Sad
0.191,0.0582,0.0454,132.614,-25.398,0.961,0.0578,0.89,Sad
0.265,0.146,0.416,172.13,-21.134,0.985,0.0323,0.893,Calm
0.396,0.0559,0.278,95.217,-20.707,0.987,0.0599,0.935,Sad
0.34,0.138,0.325,128.563,-24.95,0.984,0.0357,0.846,Sad
0.286,0.0968,0.0395,62.881,-16.806,0.178,0.0323,0.696,Sad
0.532,0.874,0.361,91.038,-5.183,0.00842,0.0482,0.012,Energetic
0.485,0.149,0.112,82.019,-20.394,0.886,0.0282,0.917,Sad
0.252,0.0823,0.0381,67.238,-27.338,0.951,0.0344,0.928,Sad
0.534,0.855,0.601,117.987,-7.578,0.00043,0.0342,0.893,Energetic
0.529,0.641,0.089,141.931,-6.78,0.0711,0.0336,0.76,Calm
0.564,0.754,0.457,170.084,-8.849,0.0424,0.0646,0.84,Energetic
0.552,0.715,0.858,113.861,-9.291,0.0286,0.0524,0.702,Happy
0.605,0.687,0.12,106.896,-13.928,0.479,0.045,0.949,Calm
0.528,0.91,0.137,130.032,-7.309,0.346,0.0366,0.764,Energetic
0.911,0.573,0.972,140.04,-7.43,0.38,0.288,0.0,Calm
0.747,0.413,0.481,146.05,-11.197,0.848,0.488,0.0,Calm
0.885,0.332,0.423,141.849,-8.62,0.0185,0.848,0.0,Calm
0.922,0.674,0.726,140.065,-4.429,0.323,0.366,3.07e-06,Happy
0.583,0.731,0.446,149.987,-6.18,0.0107,0.0271,0.0136,Calm
0.751,0.731,0.973,97.007,-4.419,0.0838,0.0308,0.0,Happy
0.673,0.84,0.94,97.027,-3.564,0.0683,0.0559,0.0,Happy
0.696,0.758,0.858,129.944,-6.077,0.172,0.0263,3.09e-05,Happy
0.657,0.447,0.523,121.989,-13.148,0.478,0.0303,0.00105,Calm
0.649,0.777,0.667,123.003,-3.546,0.00738,0.0397,3.43e-05,Energetic
0.332,0.592,0.31,170.391,-6.127,0.0824,0.0371,0.0,Calm
0.452,0.523,0.363,173.85,-6.453,0.563,0.0625,0.0,Calm
0.487,0.715,0.638,84.098,-4.417,0.294,0.0519,0.0,Calm
0.648,0.659,0.532,106.196,-6.369,0.115,0.0259,0.000307,Calm
0.374,0.85,0.348,125.796,-5.657,0.0904,0.0404,0.0,Energetic
0.601,0.643,0.387,76.979,-4.581,0.155,0.0272,0.0,Calm
0.425,0.479,0.279,123.217,-12.22,0.44,0.0419,0.000109,Sad
0.487,0.553,0.699,126.043,-11.197,0.209,0.0425,2.81e-05,Calm
0.715,0.358,0.742,145.751,-15.522,0.743,0.033,0.0133,Calm
0.791,0.759,0.917,124.725,-5.67,0.0823,0.037,4.44e-05,Happy
0.594,0.936,0.39,172.547,-4.722,0.0224,0.0944,0.000351,Energetic
0.714,0.735,0.68,123.57,-7.125,0.176,0.0306,0.000622,Calm
0.781,0.631,0.909,112.481,-7.615,0.0533,0.0307,0.00285,Happy
0.634,0.854,0.564,148.003,-3.444,0.00737,0.0369,2.49e-06,Energetic
0.742,0.879,0.936,133.946,-4.274,0.0696,0.0328,7.17e-06,Happy
0.77,0.824,0.49,172.006,-6.491,0.485,0.0851,0.0,Energetic
0.732,0.809,0.253,116.015,-7.264,0.0266,0.0878,0.0,Energetic
0.811,0.797,0.541,97.988,-5.428,0.0617,0.165,0.0,Energetic
0.525,0.807,0.741,155.397,-6.366,0.251,0.0725,0.0,Happy
0.79,0.593,0.72,119.958,-9.204,0.0983,0.0776,0.00202,Calm
0.798,0.831,0.721,132.029,-4.481,0.697,0.171,5.87e-05,Happy
0.606,0.913,0.838,123.58,-6.039,0.246,0.0351,0.00696,Happy
0.669,0.449,0.327,114.924,-7.658,0.184,0.049,0.0,Sad
0.375,0.255,0.331,95.978,-12.279,0.815,0.0377,0.0,Sad
0.513,0.629,0.498,70.568,-9.055,0.0986,0.19,0.0,Calm
0.793,0.583,0.97,126.036,-5.973,0.106,0.247,1.07e-05,Calm
0.798,0.681,0.434,101.005,-4.818,0.219,0.0722,0.00197,Calm
0.701,0.638,0.646,109.96,-9.061,0.223,0.165,0.00219,Calm
0.779,0.852,0.601,119.892,-3.353,0.235,0.0651,0.0,Energetic
0.753,0.717,0.601,117.952,-8.438,0.151,0.0384,0.00258,Calm
0.788,0.627,0.909,118.093,-9.072,0.693,0.0751,0.0,Happy
0.872,0.708,0.308,130.081,-7.472,0.336,0.176,0.0,Calm
0.772,0.569,0.525,115.03,-7.006,0.235,0.062,0.0,Calm
0.872,0.709,0.309,130.081,-7.472,0.336,0.176,0.0,Calm
0.863,0.533,0.738,102.025,-7.986,0.291,0.0484,0.00126,Calm
0.621,0.873,0.873,97.96,-3.067,0.0406,0.0369,9.1e-06,Happy
0.598,0.924,0.611,168.017,-4.974,0.0205,0.0623,0.799,Energetic
0.731,0.664,0.661,118.018,-5.474,0.00307,0.0302,0.35,Calm
0.649,0.655,0.793,92.9,-5.534,0.307,0.0652,0.0,Happy
0.811,0.781,0.824,107.007,-6.333,0.376,0.0428,0.001,Happy
0.792,0.503,0.381,99.97,-8.044,0.0369,0.0626,0.00057,Calm
0.637,0.501,0.431,103.993,-6.148,0.229,0.187,5.91e-05,Calm
0.843,0.485,0.689,100.053,-8.735,0.181,0.195,0.0675,Calm
0.613,0.549,0.78,123.879,-8.187,0.097,0.231,0.0,Calm
0.788,0.649,0.229,113.009,-9.674,0.253,0.0532,0.0136,Calm
0.573,0.422,0.693,124.357,-7.621,0.551,0.0678,1.31e-05,Calm
0.711,0.725,0.53,105.016,-8.315,0.424,0.0941,0.129,Calm
0.724,0.809,0.606,99.005,-5.022,0.182,0.0929,0.0,Energetic
0.463,0.642,0.339,83.389,-4.474,0.314,0.34,0.0,Calm
0.645,0.89,0.421,126.881,-4.985,0.259,0.128,9.38e-06,Energetic
